emage_id,assay_type,probe_id,name,strain,type,theilerstage,dpc
29987,in situ,T50616,eurexpress,NMRI,section,23,14.5 dpc
29988,in situ,T2649,eurexpress,C57BL/6,section,23,14.5 dpc
29989,in situ,T2681,eurexpress,C57BL/6,section,23,14.5 dpc
29990,in situ,T39780,eurexpress,C57BL/6,section,23,14.5 dpc
29991,in situ,T5547,eurexpress,C57BL/6,section,23,14.5 dpc
29992,in situ,T5553,eurexpress,C57BL/6,section,23,14.5 dpc
29993,in situ,T35382,eurexpress,C57BL/6,section,23,14.5 dpc
29994,in situ,T35388,eurexpress,C57BL/6,section,23,14.5 dpc
29995,in situ,T6107,eurexpress,C57BL/6,section,23,14.5 dpc
29996,in situ,T35387,eurexpress,C57BL/6,section,23,14.5 dpc
29997,in situ,T38145,eurexpress,C57BL/6,section,23,14.5 dpc
29998,in situ,T5593,eurexpress,C57BL/6,section,23,14.5 dpc
29999,in situ,T38144,eurexpress,C57BL/6,section,23,14.5 dpc
30000,in situ,T6150,eurexpress,C57BL/6,section,23,14.5 dpc
30001,in situ,T5846,eurexpress,C57BL/6,section,23,14.5 dpc
30002,in situ,T8389,eurexpress,C57BL/6,section,23,14.5 dpc
30003,in situ,T39670,eurexpress,C57BL/6,section,23,14.5 dpc
30004,in situ,T51090,eurexpress,NMRI,section,23,14.5 dpc
30005,in situ,T51198,eurexpress,NMRI,section,23,14.5 dpc
30006,in situ,T8320,eurexpress,C57BL/6,section,23,14.5 dpc
30007,in situ,T645,eurexpress,C57BL/6,section,23,14.5 dpc
30008,in situ,T281,eurexpress,C57BL/6,section,23,14.5 dpc
30009,in situ,T6102,eurexpress,C57BL/6,section,23,14.5 dpc
30010,in situ,T30584,eurexpress,C57BL/6,section,23,14.5 dpc
30011,in situ,T571,eurexpress,C57BL/6,section,23,14.5 dpc
30012,in situ,T6155,eurexpress,C57BL/6,section,23,14.5 dpc
30013,in situ,T30587,eurexpress,C57BL/6,section,23,14.5 dpc
30014,in situ,T6134,eurexpress,C57BL/6,section,23,14.5 dpc
30015,in situ,T30589,eurexpress,C57BL/6,section,23,14.5 dpc
30016,in situ,T39747,eurexpress,C57BL/6,section,23,14.5 dpc
30018,in situ,T50435,eurexpress,NMRI,section,23,14.5 dpc
30019,in situ,T4388,eurexpress,C57BL/6,section,23,14.5 dpc
30020,in situ,T7819,eurexpress,C57BL/6,section,23,14.5 dpc
30021,in situ,T203,eurexpress,C57BL/6,section,23,14.5 dpc
30022,in situ,T6138,eurexpress,C57BL/6,section,23,14.5 dpc
30023,in situ,T6139,eurexpress,C57BL/6,section,23,14.5 dpc
30024,in situ,T50553,eurexpress,NMRI,section,23,14.5 dpc
30025,in situ,T6153,eurexpress,C57BL/6,section,23,14.5 dpc
30026,in situ,T652,eurexpress,C57BL/6,section,23,14.5 dpc
30027,in situ,T30583,eurexpress,C57BL/6,section,23,14.5 dpc
30028,in situ,T6130,eurexpress,C57BL/6,section,23,14.5 dpc
30029,in situ,T38851,eurexpress,C57BL/6,section,23,14.5 dpc
30030,in situ,T38839,eurexpress,C57BL/6,section,23,14.5 dpc
30031,in situ,T4933,eurexpress,C57BL/6,section,23,14.5 dpc
30032,in situ,T4685,eurexpress,,section,23,14.5 dpc
30033,in situ,T4452,eurexpress,C57BL/6,section,23,14.5 dpc
30034,in situ,T642,eurexpress,C57BL/6,section,23,14.5 dpc
30035,in situ,T7973,eurexpress,C57BL/6,section,23,14.5 dpc
30036,in situ,T4962,eurexpress,C57BL/6,section,23,14.5 dpc
30037,in situ,T30601,eurexpress,C57BL/6,section,23,14.5 dpc
30038,in situ,T38837,eurexpress,C57BL/6,section,23,14.5 dpc
30039,in situ,T39662,eurexpress,C57BL/6,section,23,14.5 dpc
30040,in situ,T38616,eurexpress,C57BL/6,section,23,14.5 dpc
30041,in situ,T39658,eurexpress,C57BL/6,section,23,14.5 dpc
30042,in situ,T38840,eurexpress,C57BL/6,section,23,14.5 dpc
30043,in situ,T39651,eurexpress,C57BL/6,section,23,14.5 dpc
30044,in situ,T39665,eurexpress,C57BL/6,section,23,14.5 dpc
30045,in situ,T38617,eurexpress,C57BL/6,section,23,14.5 dpc
30046,in situ,T39646,eurexpress,C57BL/6,section,23,14.5 dpc
30047,in situ,T35311,eurexpress,C57BL/6,section,23,14.5 dpc
30048,in situ,T35313,eurexpress,C57BL/6,section,23,14.5 dpc
30049,in situ,T5548,eurexpress,C57BL/6,section,23,14.5 dpc
30050,in situ,T35336,eurexpress,C57BL/6,section,23,14.5 dpc
30051,in situ,T35310,eurexpress,C57BL/6,section,23,14.5 dpc
30052,in situ,T3788,eurexpress,C57BL/6,section,23,14.5 dpc
30053,in situ,T3810,eurexpress,C57BL/6,section,23,14.5 dpc
30054,in situ,T2565,eurexpress,C57BL/6,section,23,14.5 dpc
30055,in situ,T6918,eurexpress,C57BL/6,section,23,14.5 dpc
30056,in situ,T3536,eurexpress,C57BL/6,section,23,14.5 dpc
30057,in situ,T913,eurexpress,C57BL/6,section,23,14.5 dpc
30058,in situ,T3865,eurexpress,C57BL/6,section,23,14.5 dpc
30059,in situ,T2331,eurexpress,C57BL/6,section,23,14.5 dpc
30060,in situ,T199,eurexpress,C57BL/6,section,23,14.5 dpc
30061,in situ,T3797,eurexpress,C57BL/6,section,23,14.5 dpc
30062,in situ,T6908,eurexpress,C57BL/6,section,23,14.5 dpc
30063,in situ,T1005,eurexpress,,section,23,14.5 dpc
30064,in situ,T31427,eurexpress,,section,23,14.5 dpc
30065,in situ,T39132,eurexpress,C57BL/6,section,23,14.5 dpc
30066,in situ,T63310,eurexpress,C57BL/6,section,23,14.5 dpc
30067,in situ,T63520,eurexpress,C57BL/6,section,23,14.5 dpc
30068,in situ,T35596,eurexpress,C57BL/6,section,23,14.5 dpc
30069,in situ,T63433,eurexpress,C57BL/6,section,23,14.5 dpc
30070,in situ,T39131,eurexpress,C57BL/6,section,23,14.5 dpc
30071,in situ,T35598,eurexpress,C57BL/6,section,23,14.5 dpc
30072,in situ,T63270,eurexpress,C57BL/6,section,23,14.5 dpc
30073,in situ,T31418,eurexpress,C57BL/6,section,23,14.5 dpc
30074,in situ,T39135,eurexpress,C57BL/6,section,23,14.5 dpc
30075,in situ,T36668,eurexpress,C57BL/6,section,23,14.5 dpc
30076,in situ,T655,eurexpress,C57BL/6,section,23,14.5 dpc
30077,in situ,T6942,eurexpress,C57BL/6,section,23,14.5 dpc
30078,in situ,T824,eurexpress,C57BL/6,section,23,14.5 dpc
30079,in situ,T6938,eurexpress,C57BL/6,section,23,14.5 dpc
30080,in situ,T2131,eurexpress,C57BL/6,section,23,14.5 dpc
30081,in situ,T70029,eurexpress,C57BL/6,section,23,14.5 dpc
30082,in situ,T70029,eurexpress,C57BL/6,section,23,14.5 dpc
30083,in situ,T6921,eurexpress,C57BL/6,section,23,14.5 dpc
30084,in situ,T941,eurexpress,,section,23,14.5 dpc
30085,in situ,T435,eurexpress,C57BL/6,section,23,14.5 dpc
30086,in situ,T36830,eurexpress,C57BL/6,section,23,14.5 dpc
30087,in situ,T3630,eurexpress,C57BL/6,section,23,14.5 dpc
30088,in situ,T39148,eurexpress,C57BL/6,section,23,14.5 dpc
30089,in situ,T70030,eurexpress,C57BL/6,section,23,14.5 dpc
30090,in situ,T38235,eurexpress,C57BL/6,section,23,14.5 dpc
30091,in situ,T70031,eurexpress,C57BL/6,section,23,14.5 dpc
30092,in situ,T31416,eurexpress,C57BL/6,section,23,14.5 dpc
30093,in situ,T39147,eurexpress,C57BL/6,section,23,14.5 dpc
30094,in situ,T36032,eurexpress,C57BL/6,section,23,14.5 dpc
30095,in situ,T36036,eurexpress,C57BL/6,section,23,14.5 dpc
30096,in situ,T36822,eurexpress,C57BL/6,section,23,14.5 dpc
30097,in situ,T36021,eurexpress,C57BL/6,section,23,14.5 dpc
30098,in situ,T39149,eurexpress,C57BL/6,section,23,14.5 dpc
30099,in situ,T36029,eurexpress,C57BL/6,section,23,14.5 dpc
30100,in situ,T31425,eurexpress,,section,23,14.5 dpc
30101,in situ,T32149,eurexpress,C57BL/6,section,23,14.5 dpc
30102,in situ,T36018,eurexpress,C57BL/6,section,23,14.5 dpc
30103,in situ,T31408,eurexpress,C57BL/6,section,23,14.5 dpc
30104,in situ,T36290,eurexpress,C57BL/6,section,23,14.5 dpc
30105,in situ,T63356,eurexpress,C57BL/6,section,23,14.5 dpc
30106,in situ,T63330,eurexpress,C57BL/6,section,23,14.5 dpc
30107,in situ,T1649,eurexpress,C57BL/6,section,23,14.5 dpc
30108,in situ,T3776,eurexpress,C57BL/6,section,23,14.5 dpc
30109,in situ,T36055,eurexpress,C57BL/6,section,23,14.5 dpc
30110,in situ,T209,eurexpress,C57BL/6,section,23,14.5 dpc
30111,in situ,T2233,eurexpress,C57BL/6,section,23,14.5 dpc
30112,in situ,T36037,eurexpress,C57BL/6,section,23,14.5 dpc
30113,in situ,T752,eurexpress,C57BL/6,section,23,14.5 dpc
30114,in situ,T5511,eurexpress,C57BL/6,section,23,14.5 dpc
30115,in situ,T2369,eurexpress,C57BL/6,section,23,14.5 dpc
30116,in situ,T749,eurexpress,C57BL/6,section,23,14.5 dpc
30117,in situ,T2172,eurexpress,C57BL/6,section,23,14.5 dpc
30118,in situ,T6926,eurexpress,C57BL/6,section,23,14.5 dpc
30119,in situ,T37611,eurexpress,C57BL/6,section,23,14.5 dpc
30120,in situ,T9697,eurexpress,C57BL/6,section,23,14.5 dpc
30121,in situ,T31410,eurexpress,,section,23,14.5 dpc
30122,in situ,T38283,eurexpress,C57BL/6,section,23,14.5 dpc
30123,in situ,T37384,eurexpress,C57BL/6,section,23,14.5 dpc
30124,in situ,T38272,eurexpress,C57BL/6,section,23,14.5 dpc
30125,in situ,T2391,eurexpress,C57BL/6,section,23,14.5 dpc
30126,in situ,T755,eurexpress,C57BL/6,section,23,14.5 dpc
30127,in situ,T2313,eurexpress,C57BL/6,section,23,14.5 dpc
30128,in situ,T6924,eurexpress,C57BL/6,section,23,14.5 dpc
30129,in situ,T73,eurexpress,C57BL/6,section,23,14.5 dpc
30130,in situ,T6907,eurexpress,C57BL/6,section,23,14.5 dpc
30131,in situ,T1642,eurexpress,C57BL/6,section,23,14.5 dpc
30132,in situ,T38269,eurexpress,C57BL/6,section,23,14.5 dpc
30133,in situ,T6925,eurexpress,C57BL/6,section,23,14.5 dpc
30134,in situ,T36019,eurexpress,C57BL/6,section,23,14.5 dpc
30135,in situ,T38268,eurexpress,C57BL/6,section,23,14.5 dpc
30136,in situ,T31395,eurexpress,,section,23,14.5 dpc
30137,in situ,T38239,eurexpress,C57BL/6,section,23,14.5 dpc
30138,in situ,T36006,eurexpress,C57BL/6,section,23,14.5 dpc
30139,in situ,T31377,eurexpress,C57BL/6,section,23,14.5 dpc
30140,in situ,T50004,eurexpress,NMRI,section,23,14.5 dpc
30141,in situ,T36651,eurexpress,C57BL/6,section,23,14.5 dpc
30142,in situ,T5837,eurexpress,C57BL/6,section,23,14.5 dpc
30143,in situ,T1643,eurexpress,C57BL/6,section,23,14.5 dpc
30144,in situ,T7210,eurexpress,C57BL/6,section,23,14.5 dpc
30145,in situ,T37575,eurexpress,C57BL/6,section,23,14.5 dpc
30146,in situ,T37576,eurexpress,C57BL/6,section,23,14.5 dpc
30147,in situ,T35856,eurexpress,C57BL/6,section,23,14.5 dpc
30148,in situ,T31406,eurexpress,C57BL/6,section,23,14.5 dpc
30149,in situ,T751,eurexpress,C57BL/6,section,23,14.5 dpc
30150,in situ,T38788,eurexpress,C57BL/6,section,23,14.5 dpc
30151,in situ,T35848,eurexpress,C57BL/6,section,23,14.5 dpc
30152,in situ,T30453,eurexpress,C57BL/6,section,23,14.5 dpc
30153,in situ,T38419,eurexpress,C57BL/6,section,23,14.5 dpc
30154,in situ,T36631,eurexpress,C57BL/6,section,23,14.5 dpc
30155,in situ,T39883,eurexpress,C57BL/6,section,23,14.5 dpc
30156,in situ,T39787,eurexpress,C57BL/6,section,23,14.5 dpc
30157,in situ,T8497,eurexpress,C57BL/6,section,23,14.5 dpc
30158,in situ,T7518,eurexpress,C57BL/6,section,23,14.5 dpc
30159,in situ,T38417,eurexpress,C57BL/6,section,23,14.5 dpc
30160,in situ,T4315,eurexpress,C57BL/6,section,23,14.5 dpc
30161,in situ,T30665,eurexpress,C57BL/6,section,23,14.5 dpc
30162,in situ,T39078,eurexpress,C57BL/6,section,23,14.5 dpc
30163,in situ,T7503,eurexpress,C57BL/6,section,23,14.5 dpc
30164,in situ,T5870,eurexpress,C57BL/6,section,23,14.5 dpc
30165,in situ,T37245,eurexpress,C57BL/6,section,23,14.5 dpc
30166,in situ,T38297,eurexpress,C57BL/6,section,23,14.5 dpc
30167,in situ,T8508,eurexpress,C57BL/6,section,23,14.5 dpc
30168,in situ,T7418,eurexpress,C57BL/6,section,23,14.5 dpc
30169,in situ,T4992,eurexpress,C57BL/6,section,23,14.5 dpc
30170,in situ,T1738,eurexpress,C57BL/6,section,23,14.5 dpc
30171,in situ,T3808,eurexpress,C57BL/6,section,23,14.5 dpc
30172,in situ,T8263,eurexpress,C57BL/6,section,23,14.5 dpc
30173,in situ,T35600,eurexpress,C57BL/6,section,23,14.5 dpc
30174,in situ,T36521,eurexpress,C57BL/6,section,23,14.5 dpc
30175,in situ,T63240,eurexpress,C57BL/6,section,23,14.5 dpc
30176,in situ,T39993,eurexpress,C57BL/6,section,23,14.5 dpc
30177,in situ,T39762,eurexpress,C57BL/6,section,23,14.5 dpc
30178,in situ,T2903,eurexpress,C57BL/6,section,23,14.5 dpc
30179,in situ,T63230,eurexpress,C57BL/6,section,23,14.5 dpc
30180,in situ,T9768,eurexpress,C57BL/6,section,23,14.5 dpc
30181,in situ,T37327,eurexpress,C57BL/6,section,23,14.5 dpc
30182,in situ,T2944,eurexpress,C57BL/6,section,23,14.5 dpc
30183,in situ,T39483,eurexpress,C57BL/6,section,23,14.5 dpc
30184,in situ,T6899,eurexpress,C57BL/6,section,23,14.5 dpc
30185,in situ,T889,eurexpress,C57BL/6,section,23,14.5 dpc
30186,in situ,T169,eurexpress,C57BL/6,section,23,14.5 dpc
30187,in situ,T37,eurexpress,C57BL/6,section,23,14.5 dpc
30188,in situ,T1563,eurexpress,C57BL/6,section,23,14.5 dpc
30189,in situ,T6707,eurexpress,C57BL/6,section,23,14.5 dpc
30190,in situ,T39995,eurexpress,C57BL/6,section,23,14.5 dpc
30191,in situ,T39990,eurexpress,C57BL/6,section,23,14.5 dpc
30192,in situ,T39992,eurexpress,C57BL/6,section,23,14.5 dpc
30193,in situ,T63174,eurexpress,C57BL/6,section,23,14.5 dpc
30194,in situ,T39991,eurexpress,C57BL/6,section,23,14.5 dpc
30195,in situ,T63530,eurexpress,C57BL/6,section,23,14.5 dpc
30196,in situ,T63063,eurexpress,C57BL/6,section,23,14.5 dpc
30197,in situ,T63281,eurexpress,C57BL/6,section,23,14.5 dpc
30198,in situ,T825,eurexpress,C57BL/6,section,23,14.5 dpc
30199,in situ,T7417,eurexpress,C57BL/6,section,23,14.5 dpc
30200,in situ,T1545,eurexpress,C57BL/6,section,23,14.5 dpc
30201,in situ,T6897,eurexpress,C57BL/6,section,23,14.5 dpc
30202,in situ,T2107,eurexpress,C57BL/6,section,23,14.5 dpc
30203,in situ,T6702,eurexpress,C57BL/6,section,23,14.5 dpc
30204,in situ,T2099,eurexpress,C57BL/6,section,23,14.5 dpc
30205,in situ,T3567,eurexpress,C57BL/6,section,23,14.5 dpc
30206,in situ,T6876,eurexpress,C57BL/6,section,23,14.5 dpc
30207,in situ,T823,eurexpress,C57BL/6,section,23,14.5 dpc
30208,in situ,T880,eurexpress,C57BL/6,section,23,14.5 dpc
30209,in situ,T5829,eurexpress,C57BL/6,section,23,14.5 dpc
30210,in situ,T145,eurexpress,C57BL/6,section,23,14.5 dpc
30211,in situ,T5833,eurexpress,C57BL/6,section,23,14.5 dpc
30212,in situ,T6057,eurexpress,C57BL/6,section,23,14.5 dpc
30213,in situ,T6029,eurexpress,C57BL/6,section,23,14.5 dpc
30214,in situ,T6535,eurexpress,C57BL/6,section,23,14.5 dpc
30215,in situ,T6021,eurexpress,C57BL/6,section,23,14.5 dpc
30216,in situ,T6569,eurexpress,C57BL/6,section,23,14.5 dpc
30217,in situ,T840,eurexpress,C57BL/6,section,23,14.5 dpc
30218,in situ,T37380,eurexpress,C57BL/6,section,23,14.5 dpc
30219,in situ,T37383,eurexpress,C57BL/6,section,23,14.5 dpc
30220,in situ,T63554,eurexpress,C57BL/6,section,23,14.5 dpc
30221,in situ,T63580,eurexpress,C57BL/6,section,23,14.5 dpc
30222,in situ,T63592,eurexpress,C57BL/6,section,23,14.5 dpc
30223,in situ,T39994,eurexpress,C57BL/6,section,23,14.5 dpc
30224,in situ,T63603,eurexpress,C57BL/6,section,23,14.5 dpc
30225,in situ,T63549,eurexpress,C57BL/6,section,23,14.5 dpc
30226,in situ,T5839,eurexpress,C57BL/6,section,23,14.5 dpc
30227,in situ,T6574,eurexpress,C57BL/6,section,23,14.5 dpc
30228,in situ,T6563,eurexpress,C57BL/6,section,23,14.5 dpc
30229,in situ,T6572,eurexpress,C57BL/6,section,23,14.5 dpc
30230,in situ,T5299,eurexpress,C57BL/6,section,23,14.5 dpc
30231,in situ,T367,eurexpress,C57BL/6,section,23,14.5 dpc
30232,in situ,T6041,eurexpress,C57BL/6,section,23,14.5 dpc
30233,in situ,T841,eurexpress,C57BL/6,section,23,14.5 dpc
30234,in situ,T5834,eurexpress,C57BL/6,section,23,14.5 dpc
30235,in situ,T2281,eurexpress,C57BL/6,section,23,14.5 dpc
30236,in situ,T6012,eurexpress,C57BL/6,section,23,14.5 dpc
30237,in situ,T854,eurexpress,C57BL/6,section,23,14.5 dpc
30238,in situ,T35601,eurexpress,C57BL/6,section,23,14.5 dpc
30239,in situ,T35589,eurexpress,C57BL/6,section,23,14.5 dpc
30240,in situ,T3864,eurexpress,,section,23,14.5 dpc
30241,in situ,T9607,eurexpress,C57BL/6,section,23,14.5 dpc
30242,in situ,T37374,eurexpress,C57BL/6,section,23,14.5 dpc
30243,in situ,T30403,eurexpress,C57BL/6,section,23,14.5 dpc
30244,in situ,T37372,eurexpress,C57BL/6,section,23,14.5 dpc
30245,in situ,T39828,eurexpress,C57BL/6,section,23,14.5 dpc
30246,in situ,T6534,eurexpress,C57BL/6,section,23,14.5 dpc
30247,in situ,T5830,eurexpress,C57BL/6,section,23,14.5 dpc
30248,in situ,T5304,eurexpress,C57BL/6,section,23,14.5 dpc
30249,in situ,T852,eurexpress,C57BL/6,section,23,14.5 dpc
30250,in situ,T6042,eurexpress,C57BL/6,section,23,14.5 dpc
30251,in situ,T271,eurexpress,C57BL/6,section,23,14.5 dpc
30252,in situ,T5832,eurexpress,C57BL/6,section,23,14.5 dpc
30253,in situ,T468,eurexpress,C57BL/6,section,23,14.5 dpc
30254,in situ,T6562,eurexpress,C57BL/6,section,23,14.5 dpc
30255,in situ,T37243,eurexpress,C57BL/6,section,23,14.5 dpc
30256,in situ,T30385,eurexpress,,section,23,14.5 dpc
30257,in situ,T35813,eurexpress,C57BL/6,section,23,14.5 dpc
30258,in situ,T39837,eurexpress,C57BL/6,section,23,14.5 dpc
30259,in situ,T3796,eurexpress,C57BL/6,section,23,14.5 dpc
30260,in situ,T2308,eurexpress,C57BL/6,section,23,14.5 dpc
30261,in situ,T2256,eurexpress,C57BL/6,section,23,14.5 dpc
30262,in situ,T3759,eurexpress,C57BL/6,section,23,14.5 dpc
30263,in situ,T127,eurexpress,C57BL/6,section,23,14.5 dpc
30264,in situ,T7420,eurexpress,C57BL/6,section,23,14.5 dpc
30265,in situ,T148,eurexpress,C57BL/6,section,23,14.5 dpc
30266,in situ,T5297,eurexpress,C57BL/6,section,23,14.5 dpc
30267,in situ,T3766,eurexpress,C57BL/6,section,23,14.5 dpc
30268,in situ,T2373,eurexpress,C57BL/6,section,23,14.5 dpc
30269,in situ,T6537,eurexpress,C57BL/6,section,23,14.5 dpc
30270,in situ,T442,eurexpress,C57BL/6,section,23,14.5 dpc
30271,in situ,T37869,eurexpress,C57BL/6,section,23,14.5 dpc
30272,in situ,T37240,eurexpress,C57BL/6,section,23,14.5 dpc
30273,in situ,T37241,eurexpress,C57BL/6,section,23,14.5 dpc
30274,in situ,T37242,eurexpress,C57BL/6,section,23,14.5 dpc
30275,in situ,T37244,eurexpress,C57BL/6,section,23,14.5 dpc
30276,in situ,T38079,eurexpress,,section,23,14.5 dpc
30277,in situ,T1440,eurexpress,C57BL/6,section,23,14.5 dpc
30278,in situ,T2150,eurexpress,C57BL/6,section,23,14.5 dpc
30279,in situ,T2141,eurexpress,C57BL/6,section,23,14.5 dpc
30280,in situ,T5295,eurexpress,C57BL/6,section,23,14.5 dpc
30281,in situ,T2319,eurexpress,C57BL/6,section,23,14.5 dpc
30282,in situ,T3782,eurexpress,C57BL/6,section,23,14.5 dpc
30283,in situ,T2165,eurexpress,C57BL/6,section,23,14.5 dpc
30284,in situ,T1421,eurexpress,C57BL/6,section,23,14.5 dpc
30285,in situ,T4993,eurexpress,C57BL/6,section,23,14.5 dpc
30286,in situ,T3818,eurexpress,C57BL/6,section,23,14.5 dpc
30287,in situ,T2247,eurexpress,C57BL/6,section,23,14.5 dpc
30288,in situ,T6516,eurexpress,C57BL/6,section,23,14.5 dpc
30289,in situ,T463,eurexpress,C57BL/6,section,23,14.5 dpc
30290,in situ,T39827,eurexpress,C57BL/6,section,23,14.5 dpc
30291,in situ,T2556,eurexpress,C57BL/6,section,23,14.5 dpc
30292,in situ,T63354,eurexpress,C57BL/6,section,23,14.5 dpc
30293,in situ,T2575,eurexpress,C57BL/6,section,23,14.5 dpc
30294,in situ,T63363,eurexpress,C57BL/6,section,23,14.5 dpc
30295,in situ,T39796,eurexpress,C57BL/6,section,23,14.5 dpc
30296,in situ,T2231,eurexpress,C57BL/6,section,23,14.5 dpc
30297,in situ,T466,eurexpress,C57BL/6,section,23,14.5 dpc
30298,in situ,T2251,eurexpress,C57BL/6,section,23,14.5 dpc
30299,in situ,T2284,eurexpress,C57BL/6,section,23,14.5 dpc
30300,in situ,T2336,eurexpress,C57BL/6,section,23,14.5 dpc
30301,in situ,T3251,eurexpress,C57BL/6,section,23,14.5 dpc
30302,in situ,T4133,eurexpress,,section,23,14.5 dpc
30303,in situ,T37219,eurexpress,C57BL/6,section,23,14.5 dpc
30304,in situ,T37867,eurexpress,C57BL/6,section,23,14.5 dpc
30305,in situ,T37854,eurexpress,C57BL/6,section,23,14.5 dpc
30306,in situ,T63448,eurexpress,C57BL/6,section,23,14.5 dpc
30307,in situ,T63408,eurexpress,C57BL/6,section,23,14.5 dpc
30308,in situ,T31325,eurexpress,,section,23,14.5 dpc
30309,in situ,T63351,eurexpress,C57BL/6,section,23,14.5 dpc
30310,in situ,T37323,eurexpress,C57BL/6,section,23,14.5 dpc
30311,in situ,T63382,eurexpress,C57BL/6,section,23,14.5 dpc
30312,in situ,T1435,eurexpress,C57BL/6,section,23,14.5 dpc
30313,in situ,T63485,eurexpress,C57BL/6,section,23,14.5 dpc
30314,in situ,T63025,eurexpress,C57BL/6,section,23,14.5 dpc
30315,in situ,T63108,eurexpress,C57BL/6,section,23,14.5 dpc
30316,in situ,T3816,eurexpress,C57BL/6,section,23,14.5 dpc
30317,in situ,T35340,eurexpress,C57BL/6,section,23,14.5 dpc
30318,in situ,T7134,eurexpress,C57BL/6,section,23,14.5 dpc
30319,in situ,T35331,eurexpress,C57BL/6,section,23,14.5 dpc
30320,in situ,T38833,eurexpress,C57BL/6,section,23,14.5 dpc
30321,in situ,T38584,eurexpress,C57BL/6,section,23,14.5 dpc
30322,in situ,T38591,eurexpress,C57BL/6,section,23,14.5 dpc
30323,in situ,T4708,eurexpress,,section,23,14.5 dpc
30324,in situ,T4427,eurexpress,C57BL/6,section,23,14.5 dpc
30325,in situ,T4429,eurexpress,C57BL/6,section,23,14.5 dpc
30326,in situ,T35337,eurexpress,C57BL/6,section,23,14.5 dpc
30327,in situ,T4380,eurexpress,C57BL/6,section,23,14.5 dpc
30328,in situ,T35595,eurexpress,C57BL/6,section,23,14.5 dpc
30329,in situ,T7329,eurexpress,C57BL/6,section,23,14.5 dpc
30330,in situ,T36035,eurexpress,C57BL/6,section,23,14.5 dpc
30331,in situ,T4131,eurexpress,,section,23,14.5 dpc
30332,in situ,T6098,eurexpress,,section,23,14.5 dpc
30333,in situ,T8124,eurexpress,C57BL/6,section,23,14.5 dpc
30334,in situ,T4453,eurexpress,C57BL/6,section,23,14.5 dpc
30335,in situ,T5391,eurexpress,,section,23,14.5 dpc
30336,in situ,T6106,eurexpress,,section,23,14.5 dpc
30337,in situ,T63150,eurexpress,C57BL/6,section,23,14.5 dpc
30338,in situ,T50735,eurexpress,NMRI,section,23,14.5 dpc
30339,in situ,T4695,eurexpress,,section,23,14.5 dpc
30340,in situ,T4710,eurexpress,,section,23,14.5 dpc
30341,in situ,T38753,eurexpress,C57BL/6,section,23,14.5 dpc
30342,in situ,T36031,eurexpress,C57BL/6,section,23,14.5 dpc
30343,in situ,T63195,eurexpress,C57BL/6,section,23,14.5 dpc
30344,in situ,T63215,eurexpress,C57BL/6,section,23,14.5 dpc
30345,in situ,T63204,eurexpress,C57BL/6,section,23,14.5 dpc
30346,in situ,T39986,eurexpress,C57BL/6,section,23,14.5 dpc
30347,in situ,T63120,eurexpress,C57BL/6,section,23,14.5 dpc
30348,in situ,T63152,eurexpress,C57BL/6,section,23,14.5 dpc
30349,in situ,T5406,eurexpress,,section,23,14.5 dpc
30350,in situ,T4680,eurexpress,,section,23,14.5 dpc
30351,in situ,T4666,eurexpress,,section,23,14.5 dpc
30352,in situ,T4203,eurexpress,,section,23,14.5 dpc
30353,in situ,T6133,eurexpress,C57BL/6,section,23,14.5 dpc
30354,in situ,T40416,eurexpress,C57BL/6,section,23,14.5 dpc
30355,in situ,T40135,eurexpress,C57BL/6,section,23,14.5 dpc
30356,in situ,T63151,eurexpress,C57BL/6,section,23,14.5 dpc
30357,in situ,T63139,eurexpress,C57BL/6,section,23,14.5 dpc
30358,in situ,T63018,eurexpress,C57BL/6,section,23,14.5 dpc
30359,in situ,T1489,eurexpress,C57BL/6,section,23,14.5 dpc
30360,in situ,T7319,eurexpress,C57BL/6,section,23,14.5 dpc
30361,in situ,T4664,eurexpress,,section,23,14.5 dpc
30362,in situ,T39463,eurexpress,C57BL/6,section,23,14.5 dpc
30363,in situ,T63109,eurexpress,C57BL/6,section,23,14.5 dpc
30364,in situ,T51108,eurexpress,NMRI,section,23,14.5 dpc
30365,in situ,T63138,eurexpress,C57BL/6,section,23,14.5 dpc
30366,in situ,T63098,eurexpress,C57BL/6,section,23,14.5 dpc
30367,in situ,T1548,eurexpress,C57BL/6,section,23,14.5 dpc
30368,in situ,T1307,eurexpress,C57BL/6,section,23,14.5 dpc
30369,in situ,T4688,eurexpress,C57BL/6,section,23,14.5 dpc
30370,in situ,T7603,eurexpress,C57BL/6,section,23,14.5 dpc
30371,in situ,T7578,eurexpress,C57BL/6,section,23,14.5 dpc
30372,in situ,T7578,eurexpress,C57BL/6,section,23,14.5 dpc
30373,in situ,T63050,eurexpress,C57BL/6,section,23,14.5 dpc
30374,in situ,T63047,eurexpress,C57BL/6,section,23,14.5 dpc
30375,in situ,T39440,eurexpress,C57BL/6,section,23,14.5 dpc
30376,in situ,T5972,eurexpress,C57BL/6,section,23,14.5 dpc
30377,in situ,T5970,eurexpress,C57BL/6,section,23,14.5 dpc
30378,in situ,T5969,eurexpress,C57BL/6,section,23,14.5 dpc
30379,in situ,T207,eurexpress,C57BL/6,section,23,14.5 dpc
30380,in situ,T2024,eurexpress,C57BL/6,section,23,14.5 dpc
