Theirler Stage	Accession	Annotation	Data Source	Assay Type	Probe Accession	User Stage	Gene Symbol	Specimen Type	Specimen Strain
TS14	EMAGE:5444	wholemount spatial annotation	emage	in situ	MGI:1614747	9.0 dpc	Scn1a	wholemount	ICR
TS11	EMAGE:5445	wholemount spatial annotation	emage	in situ	MGI:3068791	7.5 dpc	Prelid1	wholemount	ICR
TS14	EMAGE:5446	wholemount spatial annotation	emage	in situ	MGI:3068791	9.0 dpc	Prelid1	wholemount	ICR
TS11	EMAGE:5447	only anatomy term annotation	emage	in situ	MGI:3063082	7.5 dpc	4833420G17Rik	wholemount	ICR
TS14	EMAGE:5448	wholemount spatial annotation	emage	in situ	MGI:3063082	9.0 dpc	4833420G17Rik	wholemount	ICR
TS13	EMAGE:5449	wholemount spatial annotation	emage	in situ	MGI:3071634	8.5 dpc	Rsph3a	wholemount	ICR
TS21	EMAGE:545	only anatomy term annotation	mgi	in situ	MGI:1197090	12.0 dpc	Zeb1	wholemount	
TS11	EMAGE:5450	only anatomy term annotation	emage	in situ	MGI:3071634	7.5 dpc	Rsph3a	wholemount	ICR
TS11	EMAGE:5451	wholemount spatial annotation	emage	in situ	MGI:3066767	7.5 dpc	Cd276	wholemount	
TS13	EMAGE:5452	only anatomy term annotation	emage	in situ	MGI:3066767	8.5 dpc	Cd276	wholemount	ICR
TS13	EMAGE:5453	wholemount spatial annotation	emage	in situ	6330403K07Rik probeA	8.5 dpc	6330403K07Rik	wholemount	ICR
TS11	EMAGE:5454	only anatomy term annotation	emage	in situ	6330403K07Rik probeA	7.5 dpc	6330403K07Rik	wholemount	ICR
TS13	EMAGE:5455	only anatomy term annotation	emage	in situ	MGI:634409	8.5 dpc	Tsku	wholemount	ICR
TS11	EMAGE:5456	only anatomy term annotation	emage	in situ	MGI:634409	7.5 dpc	Tsku	wholemount	ICR
TS14	EMAGE:5457	wholemount spatial annotation	emage	in situ	MGI:1677833	9.0 dpc	Aldh1a2	wholemount	ICR
TS11	EMAGE:5458	only anatomy term annotation	emage	in situ	MGI:1677833	7.5 dpc	Aldh1a2	wholemount	ICR
TS12	EMAGE:5459	wholemount spatial annotation	emage	in situ	MGI:660008	8.5 dpc	AI506816	wholemount	ICR
TS21	EMAGE:546	only anatomy term annotation	mgi	in situ	MGI:1197090	12.5 dpc	Zeb1	wholemount	
TS11	EMAGE:5460	only anatomy term annotation	emage	in situ	MGI:660008	7.5 dpc	AI506816	wholemount	ICR
TS14	EMAGE:5461	wholemount spatial annotation	emage	in situ	Ank3 probeA	8.5 dpc	Ank3	wholemount	ICR
TS11	EMAGE:5462	wholemount spatial annotation	emage	in situ	Ank3 probeA	7.5 dpc	Ank3	wholemount	ICR
TS11	EMAGE:5463	wholemount spatial annotation	emage	in situ	MGI:3060214	7.5 dpc	Arcn1	wholemount	ICR
TS13	EMAGE:5464	only anatomy term annotation	emage	in situ	MGI:3060214	8.5 dpc	Arcn1	wholemount	ICR
TS11	EMAGE:5465	wholemount spatial annotation	emage	in situ	MGI:3065270	7.5 dpc	Ap4s1	wholemount	ICR
TS13	EMAGE:5466	only anatomy term annotation	emage	in situ	MGI:3065270	8.5 dpc	Ap4s1	wholemount	ICR
TS11	EMAGE:5467	wholemount spatial annotation	emage	in situ	MGI:3059246	7.5 dpc	Cmtm8	wholemount	ICR
TS14	EMAGE:5468	wholemount spatial annotation	emage	in situ	MGI:3059246	9.0 dpc	Cmtm8	wholemount	ICR
TS11	EMAGE:5469	wholemount spatial annotation	emage	in situ	MGI:3060388	7.5 dpc	Arl6ip1	wholemount	ICR
TS09	EMAGE:547	3D spatial annotation	mgi	in situ	MGI:2182553	6.5 dpc	Wnt3	section	
TS13	EMAGE:5470	wholemount spatial annotation	emage	in situ	MGI:3060388	8.5 dpc	Arl6ip1	wholemount	ICR
TS11	EMAGE:5471	wholemount spatial annotation	emage	in situ	MGI:1545002	7.5 dpc	Arg1	wholemount	ICR
TS14	EMAGE:5472	wholemount spatial annotation	emage	in situ	MGI:1545002	8.5 dpc	Arg1	wholemount	ICR
TS11	EMAGE:5473	wholemount spatial annotation	emage	in situ	MGI:3060234	7.5 dpc	Pdia4	wholemount	ICR
TS14	EMAGE:5474	wholemount spatial annotation	emage	in situ	MGI:3060234	8.5 dpc	Pdia4	wholemount	ICR
TS11	EMAGE:5475	wholemount spatial annotation	emage	in situ	MGI:2091107	7.5 dpc	Astn1	wholemount	ICR
TS13	EMAGE:5476	only anatomy term annotation	emage	in situ	MGI:2091107	8.5 dpc	Astn1	wholemount	ICR
TS10	EMAGE:5477	only anatomy term annotation	emage	in situ	MGI:1631087	7.0 dpc	Bcl2l2	wholemount	ICR
TS13	EMAGE:5478	only anatomy term annotation	emage	in situ	MGI:1631087	8.5 dpc	Bcl2l2	wholemount	ICR
TS11	EMAGE:5479	only anatomy term annotation	emage	in situ	MGI:1028301	7.5 dpc	Cd59a	wholemount	ICR
TS15	EMAGE:548	3D spatial annotation	mgi	in situ	MGI:1275945	9.5 dpc	Msx1	section	ICR
TS14	EMAGE:5480	wholemount spatial annotation	emage	in situ	MGI:1028301	9.0 dpc	Cd59a	wholemount	ICR
TS11	EMAGE:5481	only anatomy term annotation	emage	in situ	Atm probeA	7.5 dpc	Atm	wholemount	ICR
TS14	EMAGE:5482	wholemount spatial annotation	emage	in situ	Atm probeA	9.0 dpc	Atm	wholemount	ICR
TS14	EMAGE:5483	wholemount spatial annotation	emage	in situ	MGI:3060746	8.5 dpc	Cbx3	wholemount	ICR
TS11	EMAGE:5484	wholemount spatial annotation	emage	in situ	MGI:3323030	7.5 dpc	Phldb1	wholemount	ICR
TS14	EMAGE:5485	wholemount spatial annotation	emage	in situ	MGI:3323030	9.0 dpc	Phldb1	wholemount	ICR
TS11	EMAGE:5486	wholemount spatial annotation	emage	in situ	MGI:1030499	7.5 dpc	Cldn4	wholemount	ICR
TS13	EMAGE:5487	wholemount spatial annotation	emage	in situ	MGI:1030499	8.5 dpc	Cldn4	wholemount	ICR
TS15	EMAGE:5488	wholemount spatial annotation	emage	in situ	MGI:1030499	9.0 dpc	Cldn4	wholemount	ICR
TS11	EMAGE:5489	only anatomy term annotation	emage	in situ	MGI:1556682	7.75 dpc	Cyp51	wholemount	ICR
TS17	EMAGE:549	both wholemount and 3D spatial annotation	mgi	in situ	MGI:1197233	35 Somite no.	Msx1	sectioned wholemount	C57BL/6
TS14	EMAGE:5490	wholemount spatial annotation	emage	in situ	MGI:1556682	9.0 dpc	Cyp51	wholemount	ICR
TS11	EMAGE:5491	wholemount spatial annotation	emage	in situ	MGI:3062401	E7.5 dpc	Csnk2a1	wholemount	ICR
TS14	EMAGE:5492	wholemount spatial annotation	emage	in situ	MGI:3062401	E9.0 dpc	Csnk2a1	wholemount	ICR
TS11	EMAGE:5493	only anatomy term annotation	emage	in situ	MGI:3060305	7.5 dpc	Cox7b	wholemount	ICR
TS14	EMAGE:5494	wholemount spatial annotation	emage	in situ	MGI:3060305	8.5 dpc	Cox7b	wholemount	ICR
TS11	EMAGE:5495	wholemount spatial annotation	emage	in situ	MGI:3069107	7.5 dpc	Col1a1	wholemount	ICR
TS13	EMAGE:5496	wholemount spatial annotation	emage	in situ	MGI:3069107	8.5 dpc	Col1a1	wholemount	ICR
TS10	EMAGE:5497	wholemount spatial annotation	emage	in situ	MGI:3069049	7.0 dpc	Cyb561	wholemount	
TS11	EMAGE:5498	only anatomy term annotation	emage	in situ	MGI:3069049	7.5 dpc	Cyb561	wholemount	ICR
TS14	EMAGE:5499	wholemount spatial annotation	emage	in situ	MGI:3069049	E8.5 dpc	Cyb561	wholemount	
TS11	EMAGE:550	only anatomy term annotation	mgi	in situ	MGI:1334279	late headfold Downs & Davies	Cfc1	wholemount plus section of wholemount	Swiss Webster
TS11	EMAGE:5500	only anatomy term annotation	emage	in situ	MGI:297011	7.5 dpc	Flt4	wholemount	ICR
TS13	EMAGE:5501	wholemount spatial annotation	emage	in situ	MGI:297011	8.5 dpc	Flt4	wholemount	ICR
TS11	EMAGE:5502	wholemount spatial annotation	emage	in situ	IMAGE:1545890	7.5 dpc	Defa-rs2	wholemount	ICR
TS14	EMAGE:5503	wholemount spatial annotation	emage	in situ	IMAGE:1545890	9.0 dpc	Defa-rs2	wholemount	ICR
TS11	EMAGE:5504	wholemount spatial annotation	emage	in situ	MGI:1992119	7.5 dpc	Fabp7	wholemount	ICR
TS14	EMAGE:5505	wholemount spatial annotation	emage	in situ	MGI:1992119	8.5 dpc	Fabp7	wholemount	ICR
TS15	EMAGE:5506	wholemount spatial annotation	emage	in situ	MGI:1992119	9.0 dpc	Fabp7	wholemount	ICR
TS11	EMAGE:5507	wholemount spatial annotation	emage	in situ	MGI:1714575	7.5 dpc	Ddx6	wholemount	ICR
TS14	EMAGE:5508	wholemount spatial annotation	emage	in situ	MGI:1714575	9.0 dpc	Ddx6	wholemount	ICR
TS11	EMAGE:5509	wholemount spatial annotation	emage	in situ	MGI:3060146	7.5 dpc	Esd	wholemount	ICR
TS11	EMAGE:551	only anatomy term annotation	mgi	in situ	MGI:1334279	Late head-fold Downs & Davies	Cfc1	sectioned wholemount	Swiss Webster
TS14	EMAGE:5510	wholemount spatial annotation	emage	in situ	MGI:3060146	8.5 dpc	Esd	wholemount	ICR
TS11	EMAGE:5511	only anatomy term annotation	emage	in situ	MGI:3069226	7.5 dpc	Fstl1	wholemount	ICR
TS14	EMAGE:5512	wholemount spatial annotation	emage	in situ	MGI:3069226	8.5 dpc	Fstl1	wholemount	ICR
TS11	EMAGE:5513	only anatomy term annotation	emage	in situ	MGI:3071305	7.5 dpc	Fgfr2	wholemount	ICR
TS15	EMAGE:5514	wholemount spatial annotation	emage	in situ	MGI:3071305	9.0 dpc	Fgfr2	wholemount	ICR
TS11	EMAGE:5515	wholemount spatial annotation	emage	in situ	MGI:3065468	7.5 dpc	Efhd1	wholemount	ICR
TS14	EMAGE:5516	wholemount spatial annotation	emage	in situ	MGI:3065468	8.5 dpc	Efhd1	wholemount	ICR
TS11	EMAGE:5517	only anatomy term annotation	emage	in situ	Foxd4 probeA	7.5 dpc	Foxd4	wholemount	ICR
TS11	EMAGE:5518	wholemount spatial annotation	emage	in situ	MGI:3066826	7.5 dpc	Gna14	wholemount	ICR
TS14	EMAGE:5519	wholemount spatial annotation	emage	in situ	MGI:3066826	8.5 dpc	Gna14	wholemount	ICR
TS11	EMAGE:5520	wholemount spatial annotation	emage	in situ	MGI:2107795	7.5 dpc	H1fx	wholemount	ICR
TS14	EMAGE:5521	wholemount spatial annotation	emage	in situ	MGI:2107795	9.0 dpc	H1fx	wholemount	ICR
TS11	EMAGE:5522	only anatomy term annotation	emage	in situ	MGI:1371081	7.5 dpc	Urgcp	wholemount	ICR
TS14	EMAGE:5523	only anatomy term annotation	emage	in situ	MGI:1371081	8.5 dpc	Urgcp	wholemount	ICR
TS11	EMAGE:5524	wholemount spatial annotation	emage	in situ	MGI:1847375	7.5 dpc	Gas5	wholemount	ICR
TS14	EMAGE:5525	wholemount spatial annotation	emage	in situ	MGI:1847375	8.5 dpc	Gas5	wholemount	ICR
TS11	EMAGE:5526	only anatomy term annotation	emage	in situ	MGI:3070353	7.5 dpc	Galt	wholemount	ICR
TS13	EMAGE:5527	wholemount spatial annotation	emage	in situ	MGI:3070353	8.5 dpc	Galt	wholemount	ICR
TS15	EMAGE:5528	wholemount spatial annotation	emage	in situ	MGI:3070353	9.0 dpc	Galt	wholemount	ICR
TS11	EMAGE:5529	wholemount spatial annotation	emage	in situ	MGI:2079299	7.5 dpc	Gal	wholemount	ICR
TS11	EMAGE:553	wholemount spatial annotation	mgi	in situ	MGI:10697	7.5 dpc	Fgf3	wholemount	
TS11	EMAGE:5530	wholemount spatial annotation	emage	in situ	MGI:2079299	7.25 dpc	Gal	wholemount	ICR
TS14	EMAGE:5531	wholemount spatial annotation	emage	in situ	MGI:2079299	9.0 dpc	Gal	wholemount	ICR
TS11	EMAGE:5532	only anatomy term annotation	emage	in situ	MGI:3067391	7.5 dpc	Gpx2	wholemount	ICR
TS12	EMAGE:5533	wholemount spatial annotation	emage	in situ	MGI:3067391	8.5 dpc	Gpx2	wholemount	ICR
TS11	EMAGE:5534	only anatomy term annotation	emage	in situ	MGI:3069101	7.5 dpc	Gsta4	wholemount	ICR
TS14	EMAGE:5535	wholemount spatial annotation	emage	in situ	MGI:3069101	8.5 dpc	Gsta4	wholemount	ICR
TS12	EMAGE:5536	only anatomy term annotation	emage	in situ	MGI:3069565	7.5 dpc	Igfbp5	wholemount	ICR
TS14	EMAGE:5537	wholemount spatial annotation	emage	in situ	MGI:3069565	8.5 dpc	Igfbp5	wholemount	ICR
TS11	EMAGE:5538	only anatomy term annotation	emage	in situ	MGI:3059250	7.5 dpc	Prmt1	wholemount	ICR
TS14	EMAGE:5539	wholemount spatial annotation	emage	in situ	MGI:3059250	9.0 dpc	Prmt1	wholemount	ICR
TS11	EMAGE:554	3D spatial annotation	emage	in situ	MGI:2678346	7.5 dpc	Smad5	section	MF1
TS11	EMAGE:5540	wholemount spatial annotation	emage	in situ	MGI:1787605	7.5 dpc	Cadm1	wholemount	ICR
TS14	EMAGE:5541	wholemount spatial annotation	emage	in situ	MGI:1787605	9.0 dpc	Cadm1	wholemount	ICR
TS19	EMAGE:552	only anatomy term annotation	mgi	in situ	MGI:1197090	11.5 dpc	Zeb1	wholemount plus section of wholemount	
TS13	EMAGE:5543	only anatomy term annotation	emage	in situ	MGI:2246912	8 dpc	Itga3	wholemount	ICR
TS13	EMAGE:5544	only anatomy term annotation	emage	in situ	MGI:2246912	8.5 dpc	Itga3	wholemount	ICR
TS11	EMAGE:5545	only anatomy term annotation	emage	in situ	MGI:1631694	7.5 dpc	Ina	wholemount	ICR
TS14	EMAGE:5546	wholemount spatial annotation	emage	in situ	MGI:1631694	9.0 dpc	Ina	wholemount	ICR
TS11	EMAGE:5547	only anatomy term annotation	emage	in situ	MGI:3060373	7.75 dpc	Kctd12	wholemount	ICR
TS14	EMAGE:5548	wholemount spatial annotation	emage	in situ	MGI:3060373	9.0 dpc	Kctd12	wholemount	ICR
TS11	EMAGE:5549	wholemount spatial annotation	emage	in situ	MGI:1609324	7.5 dpc	Inpp1	wholemount	ICR
TS14	EMAGE:555	only anatomy term annotation	emage	in situ	MGI:2678346	8.5 dpc	Smad5	section	MF1
TS14	EMAGE:5550	wholemount spatial annotation	emage	in situ	MGI:1609324	9.0 dpc	Inpp1	wholemount	ICR
TS11	EMAGE:5551	only anatomy term annotation	emage	in situ	MGI:3070830	7.75 dpc	H2-K1	wholemount	ICR
TS14	EMAGE:5552	wholemount spatial annotation	emage	in situ	MGI:3070830	8.5 dpc	H2-K1	wholemount	ICR
TS11	EMAGE:5553	only anatomy term annotation	emage	in situ	MGI:3070408	7.5 dpc	Mfap2	wholemount	ICR
TS14	EMAGE:5554	wholemount spatial annotation	emage	in situ	MGI:3070408	8.5 dpc	Mfap2	wholemount	ICR
TS11	EMAGE:5555	only anatomy term annotation	emage	in situ	H3034H02	7.5 dpc	Myl4	wholemount	ICR
TS13	EMAGE:5556	only anatomy term annotation	emage	in situ	H3034H02	8.5 dpc	Myl4	wholemount	ICR
TS11	EMAGE:5557	only anatomy term annotation	emage	in situ	MGI:2346128	7.5 dpc	Mapre1	wholemount	ICR
TS11	EMAGE:5558	only anatomy term annotation	emage	in situ	MGI:3069681	7.5 dpc	Kitl	wholemount	ICR
TS14	EMAGE:5559	wholemount spatial annotation	emage	in situ	MGI:3069681	8.5 dpc	Kitl	wholemount	ICR
TS09	EMAGE:556	only anatomy term annotation	emage	in situ	MGI:267834	6.5 dpc	Smad5	section	MF1
TS11	EMAGE:5560	wholemount spatial annotation	emage	in situ	MGI:1170350	7.5 dpc	Nkx1-2	wholemount	ICR
TS10	EMAGE:5561	wholemount spatial annotation	emage	in situ	MGI:1170350	7.0 dpc	Nkx1-2	wholemount	ICR
TS13	EMAGE:5562	only anatomy term annotation	emage	in situ	MGI:1170350	8.5 dpc	Nkx1-2	wholemount	ICR
TS14	EMAGE:5563	wholemount spatial annotation	emage	in situ	MGI:1170350	9.0 dpc	Nkx1-2	wholemount	ICR
TS11	EMAGE:5564	only anatomy term annotation	emage	in situ	MGI:3068904	7.5 dpc	Meis1	wholemount	ICR
TS11	EMAGE:5542	only anatomy term annotation	emage	in situ	MGI:2246912	7.75 dpc	Itga3	wholemount	ICR
TS14	EMAGE:5565	wholemount spatial annotation	emage	in situ	MGI:3068904	9.0 dpc	Meis1	wholemount	ICR
TS13	EMAGE:5566	wholemount spatial annotation	emage	in situ	MGI:3068904	8.5 dpc	Meis1	wholemount	ICR
TS11	EMAGE:5567	wholemount spatial annotation	emage	in situ	MGI:3069504	7.75 dpc	Mgst1	wholemount	ICR
TS13	EMAGE:5568	wholemount spatial annotation	emage	in situ	MGI:3069504	8.5 dpc	Mgst1	wholemount	ICR
TS11	EMAGE:5569	wholemount spatial annotation	emage	in situ	MGI:3070991	7.5 dpc	Pkd2	wholemount	ICR
TS15	EMAGE:557	wholemount spatial annotation	mgi	in situ	MGI:2678378	9.5 dpc	Wnt7b	wholemount	
TS14	EMAGE:5570	wholemount spatial annotation	emage	in situ	MGI:3070991	8.5 dpc	Pkd2	wholemount	ICR
TS11	EMAGE:5571	wholemount spatial annotation	emage	in situ	MGI:1517170	7.5 dpc	Ppp1r1a	wholemount	ICR
TS14	EMAGE:5572	wholemount spatial annotation	emage	in situ	MGI:1517170	9 dpc	Ppp1r1a	wholemount	ICR
TS11	EMAGE:5573	wholemount spatial annotation	emage	in situ	MGI:1630891	7.5 dpc	Pim1	wholemount	ICR
TS13	EMAGE:5574	wholemount spatial annotation	emage	in situ	MGI:1630891	8.5 dpc	Pim1	wholemount	ICR
TS11	EMAGE:5575	wholemount spatial annotation	emage	in situ	MGI:3069527	7.5 dpc	Pkig	wholemount	ICR
TS13	EMAGE:5576	only anatomy term annotation	emage	in situ	MGI:3069527	8.5 dpc	Pkig	wholemount	ICR
TS11	EMAGE:5577	wholemount spatial annotation	emage	in situ	MGI:3069523	7.5 dpc	Pla2g7	wholemount	ICR
TS14	EMAGE:5578	wholemount spatial annotation	emage	in situ	MGI:3069523	9.0 dpc	Pla2g7	wholemount	ICR
TS11	EMAGE:5579	wholemount spatial annotation	emage	in situ	MGI:3068606	7.5 dpc	Prnp	wholemount	ICR
TS19	EMAGE:558	3D spatial annotation	mgi	in situ	MGI:20954	11.5 dpc	Dlx1	section	
TS12	EMAGE:5580	wholemount spatial annotation	emage	in situ	MGI:3068606	8.5 dpc	Prnp	wholemount	ICR
TS14	EMAGE:5581	wholemount spatial annotation	emage	in situ	MGI:3068606	9.0 dpc	Prnp	wholemount	ICR
TS11	EMAGE:5582	wholemount spatial annotation	emage	in situ	MGI:3070596	7.5 dpc	Pgm2	wholemount	ICR
TS14	EMAGE:5583	wholemount spatial annotation	emage	in situ	MGI:3070596	8.5 dpc	Pgm2	wholemount	ICR
TS11	EMAGE:5584	only anatomy term annotation	emage	in situ	MGI:3064022	7.5 dpc	Pcsk5	wholemount	ICR
TS14	EMAGE:5585	wholemount spatial annotation	emage	in situ	MGI:3064022	8.5 dpc	Pcsk5	wholemount	ICR
TS11	EMAGE:5586	only anatomy term annotation	emage	in situ	MGI:1065222	7.5 dpc	Raet1c	wholemount	ICR
TS14	EMAGE:5587	wholemount spatial annotation	emage	in situ	MGI:1065222	9.0 dpc	Raet1c	wholemount	ICR
TS14	EMAGE:5588	wholemount spatial annotation	emage	in situ	MGI:1575161	9.0 dpc	Ptprd	wholemount	ICR
TS11	EMAGE:5589	wholemount spatial annotation	emage	in situ	MGI:1575161	7.5 dpc	Ptprd	wholemount	ICR
TS18	EMAGE:559	3D spatial annotation	mgi	in situ	MGI:9297	11.0 dpc	Wnt7a	section	
TS11	EMAGE:5590	wholemount spatial annotation	emage	in situ	MGI:2106556	7.5 dpc	Ptgis	wholemount	ICR
TS14	EMAGE:5591	wholemount spatial annotation	emage	in situ	MGI:2106556	8.5 dpc	Ptgis	wholemount	ICR
TS11	EMAGE:5592	only anatomy term annotation	emage	in situ	MGI:3063899	7.5 dpc	Rbmx	wholemount	
TS13	EMAGE:5593	wholemount spatial annotation	emage	in situ	MGI:3063899	8.5 dpc	Rbmx	wholemount	
TS11	EMAGE:5594	only anatomy term annotation	emage	in situ	MGI:3067961	7.5 dpc	Pts	wholemount	ICR
TS14	EMAGE:5595	wholemount spatial annotation	emage	in situ	MGI:3067961	8.5 dpc	Pts	wholemount	ICR
TS11	EMAGE:5596	only anatomy term annotation	emage	in situ	MGI:3059512	7.5 dpc	Pura	wholemount	ICR
TS14	EMAGE:5597	wholemount spatial annotation	emage	in situ	MGI:3059512	8.5 dpc	Pura	wholemount	ICR
TS11	EMAGE:5598	wholemount spatial annotation	emage	in situ	MGI:3062494	7.5 dpc	Rnaset2a	wholemount	ICR
TS14	EMAGE:5599	wholemount spatial annotation	emage	in situ	MGI:3062494	8.5 dpc	Rnaset2a	wholemount	ICR
TS18	EMAGE:560	wholemount spatial annotation	mgi	in situ	MGI:2678245	10.5 dpc	Wnt5a	wholemount	
TS11	EMAGE:5600	wholemount spatial annotation	emage	in situ	MGI:3062494	7.5 dpc	Rnaset2a	wholemount	ICR
TS11	EMAGE:5601	only anatomy term annotation	emage	in situ	MGI:3064968	7.5 dpc	Rap2b	wholemount	ICR
TS14	EMAGE:5602	wholemount spatial annotation	emage	in situ	MGI:3064968	8.5 dpc	Rap2b	wholemount	ICR
TS11	EMAGE:5603	only anatomy term annotation	emage	in situ	MGI:3068937	7.5 dpc	Pygb	wholemount	ICR
TS13	EMAGE:5604	wholemount spatial annotation	emage	in situ	MGI:3068937	8.5 dpc	Pygb	wholemount	ICR
TS11	EMAGE:5605	only anatomy term annotation	emage	in situ	MGI:3067636	7.5 dpc	Snx5	wholemount	ICR
TS14	EMAGE:5606	wholemount spatial annotation	emage	in situ	MGI:3067636	9.0 dpc	Snx5	wholemount	ICR
TS11	EMAGE:5607	only anatomy term annotation	emage	in situ	MGI:3061331	7.5 dpc	Trh	wholemount	ICR
TS14	EMAGE:5608	wholemount spatial annotation	emage	in situ	MGI:3061331	9.0 dpc	Trh	wholemount	ICR
TS11	EMAGE:5609	only anatomy term annotation	emage	in situ	MGI:1640451	7.5 dpc	S100a11	wholemount	ICR
TS17	EMAGE:561	wholemount spatial annotation	mgi	in situ	MGI:2678296	10.5 dpc	Uncx	wholemount	
TS14	EMAGE:5610	wholemount spatial annotation	emage	in situ	MGI:1640451	8.0 dpc	S100a11	wholemount	ICR
TS11	EMAGE:5611	wholemount spatial annotation	emage	in situ	MGI:2011545	7.5 dpc	Tubb4a	wholemount	ICR
TS13	EMAGE:5612	wholemount spatial annotation	emage	in situ	MGI:2011545	8.0 dpc	Tubb4a	wholemount	ICR
TS11	EMAGE:5613	wholemount spatial annotation	emage	in situ	MGI:3119784	7.5 dpc	Tbc1d15	wholemount	ICR
TS13	EMAGE:5614	only anatomy term annotation	emage	in situ	MGI:3119784	8.5 dpc	Tbc1d15	wholemount	ICR
TS11	EMAGE:5615	only anatomy term annotation	emage	in situ	MGI:498162	7.5 dpc	Zbtb16	wholemount	ICR
TS14	EMAGE:5616	wholemount spatial annotation	emage	in situ	MGI:498162	9.0 dpc	Zbtb16	wholemount	ICR
TS11	EMAGE:5617	wholemount spatial annotation	emage	in situ	MGI:1822354	7.5 dpc	Scg5	wholemount	ICR
TS14	EMAGE:5618	wholemount spatial annotation	emage	in situ	MGI:1822354	8.5 dpc	Scg5	wholemount	ICR
TS11	EMAGE:5619	only anatomy term annotation	emage	in situ	MGI:1814415	7.5 dpc	Tpbg	wholemount	ICR
TS11	EMAGE:562	wholemount spatial annotation	mgi	in situ	MGI:2449092	7.5 dpc	T	wholemount	Swiss Webster
TS13	EMAGE:5620	wholemount spatial annotation	emage	in situ	MGI:1814415	8.5 dpc	Tpbg	wholemount	ICR
TS14	EMAGE:5621	wholemount spatial annotation	emage	in situ	MGI:1814415	9.0 dpc	Tpbg	wholemount	ICR
TS11	EMAGE:5622	only anatomy term annotation	emage	in situ	MGI:650061	7.5 dpc	Tnnt2	wholemount	ICR
TS14	EMAGE:5623	wholemount spatial annotation	emage	in situ	MGI:650061	9.0 dpc	Tnnt2	wholemount	ICR
TS11	EMAGE:5624	only anatomy term annotation	emage	in situ	MGI:3066866	7.5 dpc	Slc1a5	wholemount	ICR
TS14	EMAGE:5625	wholemount spatial annotation	emage	in situ	MGI:3066866	9.0 dpc	Slc1a5	wholemount	ICR
TS10	EMAGE:5626	only anatomy term annotation	emage	in situ	MGI:3069167	7.0 dpc	Smoc1	wholemount	ICR
TS11	EMAGE:5627	wholemount spatial annotation	emage	in situ	MGI:3069167	7.5 dpc	Smoc1	wholemount	ICR
TS14	EMAGE:5628	wholemount spatial annotation	emage	in situ	MGI:3069167	9.0 dpc	Smoc1	wholemount	ICR
TS11	EMAGE:5629	wholemount spatial annotation	emage	in situ	MGI:3065858	7.5 dpc	Trove2	wholemount	ICR
TS16	EMAGE:563	wholemount spatial annotation	mgi	in situ	MGI:2678296	9.5 dpc	Uncx	wholemount	
TS14	EMAGE:5630	only anatomy term annotation	emage	in situ	MGI:3065858	8.5 dpc	Trove2	wholemount	ICR
TS11	EMAGE:5631	wholemount spatial annotation	emage	in situ	MGI:3071083	7.5 dpc	Gm3168	wholemount	ICR
TS13	EMAGE:5632	wholemount spatial annotation	emage	in situ	MGI:3071083	8.5 dpc	Gm3168	wholemount	ICR
TS11	EMAGE:5633	wholemount spatial annotation	emage	in situ	MGI:3063014	7.5 dpc	Stt3a	wholemount	ICR
TS14	EMAGE:5634	wholemount spatial annotation	emage	in situ	MGI:3063014	9.0 dpc	Stt3a	wholemount	ICR
TS11	EMAGE:5635	wholemount spatial annotation	emage	in situ	MGI:1056412	7.5 dpc	Limch1	wholemount	ICR
TS13	EMAGE:5636	wholemount spatial annotation	emage	in situ	MGI:1056412	8.5 dpc	Limch1	wholemount	ICR
TS13	EMAGE:5637	only anatomy term annotation	emage	in situ	MGI:266236	8.5 dpc	2610019E17Rik	wholemount	ICR
TS11	EMAGE:5638	wholemount spatial annotation	emage	in situ	MGI:328252	7.5 dpc	Wnt8a	wholemount	ICR
TS11	EMAGE:5639	wholemount spatial annotation	emage	in situ	MGI:1517675	7.5 dpc	Klk8	wholemount	ICR
TS11	EMAGE:564	wholemount spatial annotation	mgi	in situ	MGI:1333124	7.5 dpc	Bmp7	wholemount plus section of wholemount	
TS14	EMAGE:5640	wholemount spatial annotation	emage	in situ	MGI:1517675	8.5 dpc	Klk8	wholemount	ICR
TS11	EMAGE:5641	only anatomy term annotation	emage	in situ	MGI:3071895	7.5 dpc	Cwc22	wholemount	ICR
TS14	EMAGE:5642	wholemount spatial annotation	emage	in situ	MGI:3071895	8.5 dpc	Cwc22	wholemount	ICR
TS11	EMAGE:5643	only anatomy term annotation	emage	in situ	MGI:3070506	7.5 dpc	Mest	wholemount	ICR
TS14	EMAGE:5644	wholemount spatial annotation	emage	in situ	MGI:3070506	8.5 dpc	Mest	wholemount	ICR
TS11	EMAGE:5645	wholemount spatial annotation	emage	in situ	MGI:3061923	7.5 dpc	C77545	wholemount	ICR
TS14	EMAGE:5646	wholemount spatial annotation	emage	in situ	MGI:3061923	9.0 dpc	C77545	wholemount	ICR
