Theirler Stage	Accession	Annotation	Data Source	Assay Type	Probe Accession	User Stage	Gene Symbol	Specimen Type	Specimen Strain
TS17	EMAGE:1772	wholemount spatial annotation	emage	in situ	MGI:3506141	10.5 dpc	Hhex	wholemount	C57BL
TS23	EMAGE:17742	wholemount spatial annotation	eurexpress	in situ	T35413	14.5 dpc	Atf6	section	C57BL/6
TS23	EMAGE:17743	wholemount spatial annotation	eurexpress	in situ	T35430	14.5 dpc	Zfp300	section	C57BL/6
TS23	EMAGE:17744	wholemount spatial annotation	eurexpress	in situ	T35428	14.5 dpc	Cecr6	section	C57BL/6
TS23	EMAGE:17745	wholemount spatial annotation	eurexpress	in situ	T35418	14.5 dpc	Baz2a	section	C57BL/6
TS23	EMAGE:17746	wholemount spatial annotation	eurexpress	in situ	T35421	14.5 dpc	Bcl3	section	C57BL/6
TS23	EMAGE:17747	wholemount spatial annotation	eurexpress	in situ	T35436	14.5 dpc	Egr1	section	C57BL/6
TS23	EMAGE:17748	wholemount spatial annotation	eurexpress	in situ	T35432	14.5 dpc	Dmrt1	section	C57BL/6
TS23	EMAGE:17749	wholemount spatial annotation	eurexpress	in situ	T35438	14.5 dpc	En2	section	C57BL/6
TS17	EMAGE:1775	wholemount spatial annotation	emage	in situ	MGI:3506143	10.5 dpc	Hoxb13	wholemount	C57BL
TS23	EMAGE:17750	wholemount spatial annotation	eurexpress	in situ	T35434	14.5 dpc	Phf20l1	section	C57BL/6
TS23	EMAGE:17751	wholemount spatial annotation	eurexpress	in situ	T35435	14.5 dpc	Ebf4	section	C57BL/6
TS23	EMAGE:17752	wholemount spatial annotation	eurexpress	in situ	T35431	14.5 dpc	Dlx4	section	C57BL/6
TS23	EMAGE:17753	wholemount spatial annotation	eurexpress	in situ	T35446	14.5 dpc	Ankrd52	section	C57BL/6
TS23	EMAGE:17754	wholemount spatial annotation	eurexpress	in situ	T35441	14.5 dpc	Fem1b	section	C57BL/6
TS23	EMAGE:17755	wholemount spatial annotation	eurexpress	in situ	T35443	14.5 dpc	Fosb	section	C57BL/6
TS23	EMAGE:17756	wholemount spatial annotation	eurexpress	in situ	T35439	14.5 dpc	Etv2	section	C57BL/6
TS23	EMAGE:17757	wholemount spatial annotation	eurexpress	in situ	T35453	14.5 dpc	Gsx2	section	C57BL/6
TS23	EMAGE:17758	wholemount spatial annotation	eurexpress	in situ	T35447	14.5 dpc	Gata4	section	C57BL/6
TS23	EMAGE:17759	wholemount spatial annotation	eurexpress	in situ	T316	14.5 dpc	Ercc3	section	C57BL/6
TS17	EMAGE:1776	wholemount spatial annotation	emage	in situ	MGI:3506144	10.5 dpc	Hoxc4	wholemount	C57BL
TS23	EMAGE:17760	wholemount spatial annotation	eurexpress	in situ	T35452	14.5 dpc	Gls2	section	C57BL/6
TS17	EMAGE:1774	wholemount spatial annotation	emage	in situ	MGI:3506142	10.5 dpc	Hoxb5	wholemount	C57BL
TS23	EMAGE:17740	wholemount spatial annotation	eurexpress	in situ	T35423	14.5 dpc	Ankrd55	section	C57BL/6
TS23	EMAGE:17741	wholemount spatial annotation	eurexpress	in situ	T35417	14.5 dpc	Baz1b	section	C57BL/6
TS23	EMAGE:17764	wholemount spatial annotation	eurexpress	in situ	T35460	14.5 dpc	Hoxb1	section	C57BL/6
TS23	EMAGE:17765	wholemount spatial annotation	eurexpress	in situ	T35451	14.5 dpc	Gli2	section	C57BL/6
TS23	EMAGE:17766	wholemount spatial annotation	eurexpress	in situ	T35450	14.5 dpc	Gli1	section	C57BL/6
TS23	EMAGE:17767	wholemount spatial annotation	eurexpress	in situ	T35472	14.5 dpc	Isl2	section	C57BL/6
TS23	EMAGE:17768	wholemount spatial annotation	eurexpress	in situ	T35467	14.5 dpc	Id3	section	C57BL/6
TS23	EMAGE:17769	wholemount spatial annotation	eurexpress	in situ	T35463	14.5 dpc	Hoxd1	section	C57BL/6
TS17	EMAGE:1777	wholemount spatial annotation	emage	in situ	MGI:3506144	10.5 dpc	Hoxc4	wholemount	C57BL
TS23	EMAGE:17770	wholemount spatial annotation	eurexpress	in situ	T35470	14.5 dpc	Irf5	section	C57BL/6
TS23	EMAGE:17771	wholemount spatial annotation	eurexpress	in situ	T35473	14.5 dpc	Kdm5c	section	C57BL/6
TS23	EMAGE:17772	wholemount spatial annotation	eurexpress	in situ	T35479	14.5 dpc	Klf3	section	C57BL/6
TS23	EMAGE:17773	wholemount spatial annotation	eurexpress	in situ	T35478	14.5 dpc	Klf16	section	C57BL/6
TS23	EMAGE:17774	wholemount spatial annotation	eurexpress	in situ	T35475	14.5 dpc	Kbtbd5	section	C57BL/6
TS23	EMAGE:17775	wholemount spatial annotation	eurexpress	in situ	T35476	14.5 dpc	Trim66	section	C57BL/6
TS23	EMAGE:17776	wholemount spatial annotation	eurexpress	in situ	T35477	14.5 dpc	Klf12	section	C57BL/6
TS23	EMAGE:17777	wholemount spatial annotation	eurexpress	in situ	T35485	14.5 dpc	Mll1	section	C57BL/6
TS23	EMAGE:17778	wholemount spatial annotation	eurexpress	in situ	T35483	14.5 dpc	Mkl1	section	C57BL/6
TS23	EMAGE:17779	wholemount spatial annotation	eurexpress	in situ	T35484	14.5 dpc	Mkl2	section	C57BL/6
TS17	EMAGE:1778	wholemount spatial annotation	emage	in situ	MGI:3506181	10.5 dpc	Ets2	wholemount	C57BL
TS23	EMAGE:17780	wholemount spatial annotation	eurexpress	in situ	T35482	14.5 dpc	Mesp2	section	C57BL/6
TS23	EMAGE:17781	wholemount spatial annotation	eurexpress	in situ	T35490	14.5 dpc	Msx3	section	C57BL/6
TS23	EMAGE:17782	wholemount spatial annotation	eurexpress	in situ	T35486	14.5 dpc	Mll3	section	C57BL/6
TS23	EMAGE:17761	wholemount spatial annotation	eurexpress	in situ	T35454	14.5 dpc	Hey2	section	C57BL/6
TS23	EMAGE:17762	wholemount spatial annotation	eurexpress	in situ	T35448	14.5 dpc	Gata6	section	C57BL/6
TS23	EMAGE:17763	wholemount spatial annotation	eurexpress	in situ	T35456	14.5 dpc	Hif3a	section	C57BL/6
TS23	EMAGE:17786	wholemount spatial annotation	eurexpress	in situ	T35407	14.5 dpc	Phf21b	section	C57BL/6
TS23	EMAGE:17787	wholemount spatial annotation	eurexpress	in situ	T35459	14.5 dpc	Hnf4g	section	C57BL/6
TS23	EMAGE:17788	wholemount spatial annotation	eurexpress	in situ	T35401	14.5 dpc	Zkscan2	section	C57BL/6
TS23	EMAGE:17789	wholemount spatial annotation	eurexpress	in situ	T35409	14.5 dpc	AI854703	section	C57BL/6
TS19	EMAGE:1779	wholemount spatial annotation	emage	in situ	MGI:3506434	10.5 dpc	Stat4	wholemount	C57BL
TS23	EMAGE:17790	wholemount spatial annotation	eurexpress	in situ	T35408	14.5 dpc	Ahr	section	C57BL/6
TS23	EMAGE:17791	wholemount spatial annotation	eurexpress	in situ	T35399	14.5 dpc	Zfp691	section	C57BL/6
TS23	EMAGE:17792	wholemount spatial annotation	eurexpress	in situ	T35495	14.5 dpc	Myt1l	section	C57BL/6
TS23	EMAGE:17793	wholemount spatial annotation	eurexpress	in situ	T35493	14.5 dpc	Myf6	section	C57BL/6
TS23	EMAGE:17794	wholemount spatial annotation	eurexpress	in situ	T35481	14.5 dpc	Zdhhc24	section	C57BL/6
TS23	EMAGE:17795	wholemount spatial annotation	eurexpress	in situ	T35394	14.5 dpc	Ankrd57	section	C57BL/6
TS23	EMAGE:17796	wholemount spatial annotation	eurexpress	in situ	T35480	14.5 dpc	Trank1	section	C57BL/6
TS23	EMAGE:17797	wholemount spatial annotation	eurexpress	in situ	T35397	14.5 dpc	Zfp444	section	C57BL/6
TS23	EMAGE:17798	wholemount spatial annotation	eurexpress	in situ	T35487	14.5 dpc	Mllt10	section	C57BL/6
TS23	EMAGE:17799	wholemount spatial annotation	eurexpress	in situ	T35497	14.5 dpc	Ncoa3	section	C57BL/6
TS17	EMAGE:1780	wholemount spatial annotation	emage	in situ	MGI:3506434	10.5 dpc	Stat4	wholemount	C57BL
TS23	EMAGE:17800	wholemount spatial annotation	eurexpress	in situ	T35496	14.5 dpc	Nanog	section	C57BL/6
TS23	EMAGE:17801	wholemount spatial annotation	eurexpress	in situ	T35510	14.5 dpc	Pax1	section	C57BL/6
TS23	EMAGE:17802	wholemount spatial annotation	eurexpress	in situ	T35508	14.5 dpc	Nrarp	section	C57BL/6
TS23	EMAGE:17803	wholemount spatial annotation	eurexpress	in situ	T35414	14.5 dpc	Jmjd4	section	C57BL/6
TS23	EMAGE:17804	wholemount spatial annotation	eurexpress	in situ	T35419	14.5 dpc	Zfp229	section	C57BL/6
TS23	EMAGE:17783	wholemount spatial annotation	eurexpress	in situ	T35491	14.5 dpc	Mta1	section	C57BL/6
TS23	EMAGE:17784	wholemount spatial annotation	eurexpress	in situ	T6277	14.5 dpc	Stag2	section	C57BL/6
TS23	EMAGE:17785	wholemount spatial annotation	eurexpress	in situ	T35489	14.5 dpc	Mpl	section	C57BL/6
TS23	EMAGE:17808	wholemount spatial annotation	eurexpress	in situ	T35425	14.5 dpc	Zfp804a	section	C57BL/6
TS23	EMAGE:17809	wholemount spatial annotation	eurexpress	in situ	T35466	14.5 dpc	Ibtk	section	C57BL/6
TS17	EMAGE:1781	wholemount spatial annotation	emage	in situ	MGI:3506435	10.5 dpc	Stat5b	wholemount	C57BL
TS23	EMAGE:17810	wholemount spatial annotation	eurexpress	in situ	T35518	14.5 dpc	Pou6f2	section	C57BL/6
TS23	EMAGE:17811	wholemount spatial annotation	eurexpress	in situ	T35492	14.5 dpc	Mycs	section	C57BL/6
TS23	EMAGE:17812	wholemount spatial annotation	eurexpress	in situ	T36146	14.5 dpc	Cercam	section	C57BL/6
TS23	EMAGE:17813	wholemount spatial annotation	eurexpress	in situ	T36149	14.5 dpc	Adap1	section	C57BL/6
TS23	EMAGE:17814	wholemount spatial annotation	eurexpress	in situ	T36154	14.5 dpc	Chek1	section	C57BL/6
TS23	EMAGE:17815	wholemount spatial annotation	eurexpress	in situ	T36153	14.5 dpc	Chd9	section	C57BL/6
TS23	EMAGE:17816	wholemount spatial annotation	eurexpress	in situ	T36145	14.5 dpc	Ceacam9	section	C57BL/6
TS23	EMAGE:17817	wholemount spatial annotation	eurexpress	in situ	T36144	14.5 dpc	Cdr2	section	C57BL/6
TS23	EMAGE:17818	wholemount spatial annotation	eurexpress	in situ	T36160	14.5 dpc	Ckm	section	C57BL/6
TS23	EMAGE:17819	wholemount spatial annotation	eurexpress	in situ	T36133	14.5 dpc	Cd3e	section	C57BL/6
TS16	EMAGE:1782	wholemount spatial annotation	emage	in situ	MGI:3506435	10.5 dpc	Stat5b	wholemount	C57BL
TS23	EMAGE:17820	wholemount spatial annotation	eurexpress	in situ	T36162	14.5 dpc	Cldn19	section	C57BL/6
TS23	EMAGE:17821	wholemount spatial annotation	eurexpress	in situ	T36159	14.5 dpc	Ckap4	section	C57BL/6
TS23	EMAGE:17822	wholemount spatial annotation	eurexpress	in situ	T36161	14.5 dpc	Cldn14	section	C57BL/6
TS23	EMAGE:17823	wholemount spatial annotation	eurexpress	in situ	T36175	14.5 dpc	Col19a1	section	C57BL/6
TS23	EMAGE:17824	wholemount spatial annotation	eurexpress	in situ	T36171	14.5 dpc	Cntn3	section	C57BL/6
TS23	EMAGE:17825	wholemount spatial annotation	eurexpress	in situ	T36168	14.5 dpc	Cnksr1	section	C57BL/6
TS23	EMAGE:17826	wholemount spatial annotation	eurexpress	in situ	T36405	14.5 dpc	G6pc2	section	C57BL/6
TS23	EMAGE:17805	wholemount spatial annotation	eurexpress	in situ	T35411	14.5 dpc	Ankra2	section	C57BL/6
TS23	EMAGE:17806	wholemount spatial annotation	eurexpress	in situ	T35415	14.5 dpc	Zfp445	section	C57BL/6
TS23	EMAGE:17807	wholemount spatial annotation	eurexpress	in situ	T35426	14.5 dpc	Caskin1	section	C57BL/6
TS16	EMAGE:1783	wholemount spatial annotation	emage	in situ	MGI:3506436	10.5 dpc	Stat6	wholemount	C57BL
TS23	EMAGE:17830	wholemount spatial annotation	eurexpress	in situ	T36406	14.5 dpc	Gab2	section	C57BL/6
TS23	EMAGE:17831	wholemount spatial annotation	eurexpress	in situ	T36409	14.5 dpc	Slc6a11	section	C57BL/6
TS23	EMAGE:17832	wholemount spatial annotation	eurexpress	in situ	T36412	14.5 dpc	Galk2	section	C57BL/6
TS23	EMAGE:17833	wholemount spatial annotation	eurexpress	in situ	T36413	14.5 dpc	Galnt13	section	C57BL/6
TS23	EMAGE:17834	wholemount spatial annotation	eurexpress	in situ	T36419	14.5 dpc	Rap1gap2	section	C57BL/6
TS23	EMAGE:17835	wholemount spatial annotation	eurexpress	in situ	T36414	14.5 dpc	Galnt14	section	C57BL/6
TS23	EMAGE:17836	wholemount spatial annotation	eurexpress	in situ	T36418	14.5 dpc	Garnl3	section	C57BL/6
TS23	EMAGE:17837	wholemount spatial annotation	eurexpress	in situ	T36417	14.5 dpc	Gapdhs	section	C57BL/6
TS23	EMAGE:17838	wholemount spatial annotation	eurexpress	in situ	T36415	14.5 dpc	Galntl2	section	C57BL/6
TS23	EMAGE:17839	wholemount spatial annotation	eurexpress	in situ	T36416	14.5 dpc	Ganab	section	C57BL/6
TS17	EMAGE:1784	wholemount spatial annotation	emage	in situ	MGI:3506436	10.5 dpc	Stat6	wholemount	C57BL
TS23	EMAGE:17840	wholemount spatial annotation	eurexpress	in situ	T36425	14.5 dpc	Mstn	section	C57BL/6
TS23	EMAGE:17841	wholemount spatial annotation	eurexpress	in situ	T36426	14.5 dpc	Gfra2	section	C57BL/6
TS23	EMAGE:17842	wholemount spatial annotation	eurexpress	in situ	T36424	14.5 dpc	Gdf3	section	C57BL/6
TS23	EMAGE:17843	wholemount spatial annotation	eurexpress	in situ	T36421	14.5 dpc	Gcet2	section	C57BL/6
TS23	EMAGE:17844	wholemount spatial annotation	eurexpress	in situ	T36422	14.5 dpc	Gclm	section	C57BL/6
TS23	EMAGE:17845	wholemount spatial annotation	eurexpress	in situ	T36428	14.5 dpc	Gja10	section	C57BL/6
TS23	EMAGE:17846	wholemount spatial annotation	eurexpress	in situ	T36408	14.5 dpc	Gabrq	section	C57BL/6
TS23	EMAGE:17847	wholemount spatial annotation	eurexpress	in situ	T36442	14.5 dpc	Gnai1	section	C57BL/6
TS23	EMAGE:17848	wholemount spatial annotation	eurexpress	in situ	T36407	14.5 dpc	Gabpb2	section	C57BL/6
TS23	EMAGE:17827	wholemount spatial annotation	eurexpress	in situ	T36403	14.5 dpc	Vash1	section	C57BL/6
TS23	EMAGE:17828	wholemount spatial annotation	eurexpress	in situ	T36169	14.5 dpc	Cnnm1	section	C57BL/6
TS23	EMAGE:17829	wholemount spatial annotation	eurexpress	in situ	T36411	14.5 dpc	B4galnt2	section	C57BL/6
TS23	EMAGE:17851	wholemount spatial annotation	eurexpress	in situ	T36431	14.5 dpc	B3galtl	section	C57BL/6
TS23	EMAGE:17852	wholemount spatial annotation	eurexpress	in situ	T36433	14.5 dpc	Ssh1	section	C57BL/6
TS23	EMAGE:17853	wholemount spatial annotation	eurexpress	in situ	T36435	14.5 dpc	Prrg3	section	C57BL/6
TS23	EMAGE:17854	wholemount spatial annotation	eurexpress	in situ	T36432	14.5 dpc	Ephx4	section	C57BL/6
TS23	EMAGE:17855	wholemount spatial annotation	eurexpress	in situ	T36436	14.5 dpc	Fam59b	section	C57BL/6
TS23	EMAGE:17856	wholemount spatial annotation	eurexpress	in situ	T36441	14.5 dpc	Gmeb2	section	C57BL/6
TS23	EMAGE:17857	wholemount spatial annotation	eurexpress	in situ	T36437	14.5 dpc	Bcl2l15	section	C57BL/6
TS23	EMAGE:17858	wholemount spatial annotation	eurexpress	in situ	T36440	14.5 dpc	Znf512b	section	C57BL/6
TS23	EMAGE:17859	wholemount spatial annotation	eurexpress	in situ	T36443	14.5 dpc	Gnal	section	C57BL/6
TS17	EMAGE:1786	wholemount spatial annotation	emage	in situ	MGI:3506437	10.5 dpc	Tfap2a	wholemount	C57BL
TS23	EMAGE:17860	wholemount spatial annotation	eurexpress	in situ	T36438	14.5 dpc	Atg9b	section	C57BL/6
TS23	EMAGE:17861	wholemount spatial annotation	eurexpress	in situ	T36446	14.5 dpc	Gpatch1	section	C57BL/6
TS23	EMAGE:17862	wholemount spatial annotation	eurexpress	in situ	T36444	14.5 dpc	Gnpda1	section	C57BL/6
TS23	EMAGE:17863	wholemount spatial annotation	eurexpress	in situ	T36449	14.5 dpc	Gpx5	section	C57BL/6
TS23	EMAGE:17864	wholemount spatial annotation	eurexpress	in situ	T36451	14.5 dpc	Grpel2	section	C57BL/6
TS23	EMAGE:17865	wholemount spatial annotation	eurexpress	in situ	T36448	14.5 dpc	Gpx4	section	C57BL/6
TS23	EMAGE:17866	wholemount spatial annotation	eurexpress	in situ	T36447	14.5 dpc	Gpr126	section	C57BL/6
TS23	EMAGE:17867	wholemount spatial annotation	eurexpress	in situ	T36455	14.5 dpc	Gsto1	section	C57BL/6
TS23	EMAGE:17868	wholemount spatial annotation	eurexpress	in situ	T36452	14.5 dpc	Grsf1	section	C57BL/6
TS23	EMAGE:17869	wholemount spatial annotation	eurexpress	in situ	T36457	14.5 dpc	Gucy1b2	section	C57BL/6
TS16	EMAGE:1787	wholemount spatial annotation	emage	in situ	MGI:3506438	10.5 dpc	Tfap2b	wholemount	C57BL
TS23	EMAGE:17849	wholemount spatial annotation	eurexpress	in situ	T36430	14.5 dpc	Glycam1	section	C57BL/6
TS18	EMAGE:1785	wholemount spatial annotation	emage	in situ	MGI:3506437	10.5 dpc	Tfap2a	wholemount	C57BL
TS23	EMAGE:17850	wholemount spatial annotation	eurexpress	in situ	T36427	14.5 dpc	Ggt5	section	C57BL/6
TS23	EMAGE:17873	wholemount spatial annotation	eurexpress	in situ	T36466	14.5 dpc	Hdac3	section	C57BL/6
TS23	EMAGE:17874	wholemount spatial annotation	eurexpress	in situ	T36461	14.5 dpc	Hace1	section	C57BL/6
TS23	EMAGE:17875	wholemount spatial annotation	eurexpress	in situ	T36485	14.5 dpc	Idh3g	section	C57BL/6
TS23	EMAGE:17876	wholemount spatial annotation	eurexpress	in situ	T36462	14.5 dpc	Hapln3	section	C57BL/6
TS23	EMAGE:17877	wholemount spatial annotation	eurexpress	in situ	T36467	14.5 dpc	Htt	section	C57BL/6
TS23	EMAGE:17878	wholemount spatial annotation	eurexpress	in situ	T36459	14.5 dpc	Gzmk	section	C57BL/6
TS23	EMAGE:17879	wholemount spatial annotation	eurexpress	in situ	T36468	14.5 dpc	Hif1an	section	C57BL/6
TS16	EMAGE:1788	wholemount spatial annotation	emage	in situ	MGI:3506439	10.5 dpc	Tfap2c	wholemount	C57BL
TS23	EMAGE:17880	wholemount spatial annotation	eurexpress	in situ	T36472	14.5 dpc	Hk1	section	C57BL/6
TS23	EMAGE:17881	wholemount spatial annotation	eurexpress	in situ	T36475	14.5 dpc	Hps1	section	C57BL/6
TS23	EMAGE:17882	wholemount spatial annotation	eurexpress	in situ	T36470	14.5 dpc	Hipk1	section	C57BL/6
TS23	EMAGE:17883	wholemount spatial annotation	eurexpress	in situ	T36476	14.5 dpc	Hs6st3	section	C57BL/6
TS23	EMAGE:17884	wholemount spatial annotation	eurexpress	in situ	T36469	14.5 dpc	Hint2	section	C57BL/6
TS23	EMAGE:17885	wholemount spatial annotation	eurexpress	in situ	T37093	14.5 dpc	Strn	section	C57BL/6
TS23	EMAGE:17886	wholemount spatial annotation	eurexpress	in situ	T36480	14.5 dpc	Kat5	section	C57BL/6
TS23	EMAGE:17887	wholemount spatial annotation	eurexpress	in situ	T36478	14.5 dpc	Hsph1	section	C57BL/6
TS23	EMAGE:17888	wholemount spatial annotation	eurexpress	in situ	T36488	14.5 dpc	Ifnb1	section	C57BL/6
TS23	EMAGE:17889	wholemount spatial annotation	eurexpress	in situ	T36420	14.5 dpc	Gas2l3	section	C57BL/6
TS18	EMAGE:1789	wholemount spatial annotation	emage	in situ	MGI:3506440	10.5 dpc	Gtf2i	wholemount	C57BL
TS23	EMAGE:17890	wholemount spatial annotation	eurexpress	in situ	T36490	14.5 dpc	Igh-VS107	section	C57BL/6
TS23	EMAGE:17891	wholemount spatial annotation	eurexpress	in situ	T36495	14.5 dpc	Il10ra	section	C57BL/6
TS23	EMAGE:17870	wholemount spatial annotation	eurexpress	in situ	T36454	14.5 dpc	Gspt2	section	C57BL/6
TS23	EMAGE:17871	wholemount spatial annotation	eurexpress	in situ	T36456	14.5 dpc	Gtl3	section	C57BL/6
TS23	EMAGE:17872	wholemount spatial annotation	eurexpress	in situ	T36453	14.5 dpc	Gsg2	section	C57BL/6
TS23	EMAGE:17896	wholemount spatial annotation	eurexpress	in situ	T36491	14.5 dpc	Igsf10	section	C57BL/6
TS23	EMAGE:17897	wholemount spatial annotation	eurexpress	in situ	T36504	14.5 dpc	Il1rapl2	section	C57BL/6
TS23	EMAGE:17898	wholemount spatial annotation	eurexpress	in situ	T36506	14.5 dpc	Il31ra	section	C57BL/6
TS23	EMAGE:17899	wholemount spatial annotation	eurexpress	in situ	T36508	14.5 dpc	Il5ra	section	C57BL/6
TS15	EMAGE:179	only anatomy term annotation	mgi	in situ	MGI:1332537	9.5 dpc	Egr2	section	
TS17	EMAGE:1790	wholemount spatial annotation	emage	in situ	MGI:3506442	10.5 dpc	Atf5	wholemount	C57BL
TS23	EMAGE:17900	wholemount spatial annotation	eurexpress	in situ	T36505	14.5 dpc	Il3	section	C57BL/6
TS23	EMAGE:17901	wholemount spatial annotation	eurexpress	in situ	T36509	14.5 dpc	Il6ra	section	C57BL/6
TS23	EMAGE:17902	wholemount spatial annotation	eurexpress	in situ	T37077	14.5 dpc	Srd5a3	section	C57BL/6
TS23	EMAGE:17903	wholemount spatial annotation	eurexpress	in situ	T36477	14.5 dpc	Hsd17b1	section	C57BL/6
TS23	EMAGE:17904	wholemount spatial annotation	eurexpress	in situ	T37076	14.5 dpc	Spry2	section	C57BL/6
TS23	EMAGE:17905	wholemount spatial annotation	eurexpress	in situ	T37083	14.5 dpc	Stac	section	C57BL/6
TS23	EMAGE:17906	wholemount spatial annotation	eurexpress	in situ	T37080	14.5 dpc	Srrm1	section	C57BL/6
TS23	EMAGE:17907	wholemount spatial annotation	eurexpress	in situ	T36481	14.5 dpc	Htra3	section	C57BL/6
TS23	EMAGE:17908	wholemount spatial annotation	eurexpress	in situ	T37079	14.5 dpc	Srl	section	C57BL/6
TS23	EMAGE:17909	wholemount spatial annotation	eurexpress	in situ	T37078	14.5 dpc	Tecrl	section	C57BL/6
TS16	EMAGE:1791	only anatomy term annotation	emage	in situ	MGI:3506442	10.5 dpc	Atf5	wholemount	C57BL
TS23	EMAGE:17910	wholemount spatial annotation	eurexpress	in situ	T37085	14.5 dpc	Star	section	C57BL/6
TS23	EMAGE:17911	wholemount spatial annotation	eurexpress	in situ	T37084	14.5 dpc	Stag3	section	C57BL/6
TS23	EMAGE:17912	wholemount spatial annotation	eurexpress	in situ	T37086	14.5 dpc	Stim2	section	C57BL/6
TS23	EMAGE:17892	wholemount spatial annotation	eurexpress	in situ	T36497	14.5 dpc	Il12a	section	C57BL/6
TS23	EMAGE:17893	wholemount spatial annotation	eurexpress	in situ	T36499	14.5 dpc	Il12rb2	section	C57BL/6
TS23	EMAGE:17894	wholemount spatial annotation	eurexpress	in situ	T36496	14.5 dpc	Il11	section	C57BL/6
TS23	EMAGE:17895	wholemount spatial annotation	eurexpress	in situ	T36493	14.5 dpc	Igtp	section	C57BL/6
TS23	EMAGE:17917	wholemount spatial annotation	eurexpress	in situ	T37101	14.5 dpc	Svil	section	C57BL/6
TS23	EMAGE:17918	wholemount spatial annotation	eurexpress	in situ	T37108	14.5 dpc	Syt14	section	C57BL/6
TS23	EMAGE:17919	wholemount spatial annotation	eurexpress	in situ	T37104	14.5 dpc	Svs5	section	C57BL/6
TS16	EMAGE:1792	wholemount spatial annotation	emage	in situ	MGI:3506443	10.5 dpc	Tsc22d3	wholemount	C57BL
TS23	EMAGE:17920	wholemount spatial annotation	eurexpress	in situ	T37103	14.5 dpc	Svs2	section	C57BL/6
TS23	EMAGE:17921	wholemount spatial annotation	eurexpress	in situ	T37106	14.5 dpc	Syngap1	section	C57BL/6
TS23	EMAGE:17922	wholemount spatial annotation	eurexpress	in situ	T37107	14.5 dpc	Synpo2l	section	C57BL/6
TS23	EMAGE:17923	wholemount spatial annotation	eurexpress	in situ	T37105	14.5 dpc	Syn2	section	C57BL/6
TS23	EMAGE:17924	wholemount spatial annotation	eurexpress	in situ	T36482	14.5 dpc	Hyal2	section	C57BL/6
TS23	EMAGE:17925	wholemount spatial annotation	eurexpress	in situ	T36502	14.5 dpc	Il17rd	section	C57BL/6
TS23	EMAGE:17926	wholemount spatial annotation	eurexpress	in situ	T37109	14.5 dpc	Syt9	section	C57BL/6
TS23	EMAGE:17927	wholemount spatial annotation	eurexpress	in situ	T37111	14.5 dpc	Tacstd2	section	C57BL/6
TS23	EMAGE:17928	wholemount spatial annotation	eurexpress	in situ	T37082	14.5 dpc	Stab2	section	C57BL/6
TS23	EMAGE:17929	wholemount spatial annotation	eurexpress	in situ	T37088	14.5 dpc	Tsks	section	C57BL/6
TS17	EMAGE:1793	wholemount spatial annotation	emage	in situ	MGI:3506444	10.5 dpc	Ddit3	wholemount	C57BL
TS23	EMAGE:17930	wholemount spatial annotation	eurexpress	in situ	T37675	14.5 dpc	Dio3	section	C57BL/6
TS23	EMAGE:17931	wholemount spatial annotation	eurexpress	in situ	T37089	14.5 dpc	Stk32b	section	C57BL/6
TS23	EMAGE:17932	wholemount spatial annotation	eurexpress	in situ	T37682	14.5 dpc	Dock10	section	C57BL/6
TS23	EMAGE:17933	wholemount spatial annotation	eurexpress	in situ	T37677	14.5 dpc	Dmp1	section	C57BL/6
TS23	EMAGE:17934	wholemount spatial annotation	eurexpress	in situ	T37676	14.5 dpc	Dlg2	section	C57BL/6
TS23	EMAGE:17913	wholemount spatial annotation	eurexpress	in situ	T37112	14.5 dpc	Taf15	section	C57BL/6
TS23	EMAGE:17914	wholemount spatial annotation	eurexpress	in situ	T37096	14.5 dpc	Stx7	section	C57BL/6
TS23	EMAGE:17915	wholemount spatial annotation	eurexpress	in situ	T37102	14.5 dpc	Svs4	section	C57BL/6
TS23	EMAGE:17916	wholemount spatial annotation	eurexpress	in situ	T37095	14.5 dpc	Stx11	section	C57BL/6
TS23	EMAGE:17939	wholemount spatial annotation	eurexpress	in situ	T37122	14.5 dpc	Adad1	section	C57BL/6
TS16	EMAGE:1794	wholemount spatial annotation	emage	in situ	MGI:3506444	10.5 dpc	Ddit3	wholemount	C57BL
TS23	EMAGE:17940	wholemount spatial annotation	eurexpress	in situ	T37124	14.5 dpc	Prss39	section	C57BL/6
TS23	EMAGE:17941	wholemount spatial annotation	eurexpress	in situ	T37121	14.5 dpc	Tecta	section	C57BL/6
TS23	EMAGE:17942	wholemount spatial annotation	eurexpress	in situ	T37129	14.5 dpc	Tgfa	section	C57BL/6
TS23	EMAGE:17943	wholemount spatial annotation	eurexpress	in situ	T37126	14.5 dpc	Tex11	section	C57BL/6
TS23	EMAGE:17944	wholemount spatial annotation	eurexpress	in situ	T37125	14.5 dpc	Prss40	section	C57BL/6
TS23	EMAGE:17945	wholemount spatial annotation	eurexpress	in situ	T37128	14.5 dpc	Tex15	section	C57BL/6
TS23	EMAGE:17946	wholemount spatial annotation	eurexpress	in situ	T37131	14.5 dpc	Tgm2	section	C57BL/6
TS23	EMAGE:17947	wholemount spatial annotation	eurexpress	in situ	T37130	14.5 dpc	Tgfbi	section	C57BL/6
TS23	EMAGE:17948	wholemount spatial annotation	eurexpress	in situ	T37136	14.5 dpc	Rspo3	section	C57BL/6
